,steps,reward1,reward2,reward3
648,129800.0,5.25,13.5,10.25
649,130000.0,3.75,12.0,11.5
650,130200.0,2.0,11.5,11.5
651,130400.0,2.0,10.0,10.25
652,130600.0,2.25,10.25,11.5
653,130800.0,3.75,13.25,11.75
654,131000.0,8.5,11.5,8.75
655,131200.0,2.25,12.0,10.0
656,131400.0,3.5000000000000004,11.5,10.0
657,131600.0,8.5,10.25,10.25
658,131800.0,6.75,11.5,8.75
659,132000.0,5.5,10.25,11.5
660,132200.0,3.5000000000000004,10.0,10.25
661,132400.0,2.25,13.25,11.75
662,132600.0,8.5,13.25,8.75
663,132800.0,5.0,12.0,11.5
664,133000.0,5.25,11.75,11.5
665,133200.0,6.75,11.5,11.5
666,133400.0,5.5,12.0,8.75
667,133600.0,5.5,11.5,10.0
668,133800.0,2.25,11.5,11.75
669,134000.0,1.7500000000000002,10.25,11.75
670,134200.0,5.25,10.0,8.5
671,134400.0,3.5000000000000004,11.5,10.0
672,134600.0,3.75,11.75,10.0
673,134800.0,2.0,11.5,10.25
674,135000.0,2.25,13.25,10.25
675,135200.0,2.25,11.75,8.75
676,135400.0,7.000000000000001,10.25,11.5
677,135600.0,6.75,10.0,10.0
678,135800.0,5.25,11.5,11.75
679,136000.0,3.75,11.75,11.75
680,136200.0,5.0,12.0,11.75
681,136400.0,3.75,12.0,8.25
682,136600.0,3.5000000000000004,13.25,8.75
683,136800.0,2.0,12.0,10.0
684,137000.0,5.5,12.0,8.75
685,137200.0,5.0,11.75,10.25
686,137400.0,3.75,11.75,11.5
687,137600.0,5.25,13.25,11.5
688,137800.0,2.0,10.25,11.75
689,138000.0,5.25,11.5,10.25
690,138200.0,5.5,14.75,11.5
691,138400.0,3.5000000000000004,12.0,11.75
692,138600.0,5.25,11.75,10.25
693,138800.0,5.25,11.75,10.0
694,139000.0,5.0,10.25,10.25
695,139200.0,2.0,11.5,10.25
696,139400.0,7.000000000000001,13.5,10.25
697,139600.0,3.75,12.0,11.5
698,139800.0,5.0,10.25,8.75
699,140000.0,5.5,12.0,8.75
700,140200.0,2.25,11.5,10.25
701,140400.0,5.0,11.75,11.5
702,140600.0,5.0,11.5,10.0
703,140800.0,3.5000000000000004,11.5,10.0
704,141000.0,3.75,11.5,11.5
705,141200.0,2.0,12.0,11.5
706,141400.0,5.0,11.75,10.25
707,141600.0,2.0,11.5,8.75
708,141800.0,3.75,10.25,10.25
709,142000.0,3.75,8.75,10.25
710,142200.0,2.0,11.5,10.25
711,142400.0,6.75,11.75,11.5
712,142600.0,5.0,11.5,10.25
713,142800.0,1.7500000000000002,13.25,11.75
714,143000.0,0.25,12.0,11.75
715,143200.0,8.25,11.75,10.25
716,143400.0,3.5000000000000004,14.75,10.25
717,143600.0,2.0,11.75,10.0
718,143800.0,5.0,12.0,10.0
719,144000.0,5.0,11.5,10.25
720,144200.0,6.75,10.25,10.25
721,144400.0,5.5,11.75,10.25
722,144600.0,2.25,12.0,11.75
723,144800.0,3.75,11.75,11.5
724,145000.0,2.25,11.75,10.0
725,145200.0,2.0,13.5,11.75
726,145400.0,5.0,8.75,11.5
727,145600.0,2.0,10.25,8.75
728,145800.0,7.000000000000001,13.5,11.75
729,146000.0,5.0,12.0,10.0
730,146200.0,5.25,10.0,10.0
731,146400.0,2.25,11.75,10.25
732,146600.0,6.75,10.25,10.0
733,146800.0,5.25,12.0,10.0
734,147000.0,5.25,11.75,11.5
735,147200.0,3.5000000000000004,13.25,11.75
736,147400.0,3.5000000000000004,10.25,11.5
737,147600.0,2.0,11.75,11.75
738,147800.0,5.25,10.0,8.75
739,148000.0,7.000000000000001,12.0,10.25
740,148200.0,5.0,11.75,10.0
741,148400.0,5.0,11.5,10.0
742,148600.0,3.5000000000000004,11.75,8.75
743,148800.0,2.0,11.5,10.0
744,149000.0,2.0,11.5,11.5
745,149200.0,3.75,12.0,11.5
746,149400.0,3.75,11.5,8.5
747,149600.0,0.5,11.75,11.5
748,149800.0,5.0,11.75,11.5
749,150000.0,1.7500000000000002,11.5,11.5
750,150200.0,2.0,11.75,10.0
751,150400.0,5.5,11.75,10.0
752,150600.0,3.75,13.25,11.5
753,150800.0,3.75,11.75,11.5
754,151000.0,5.0,10.25,11.75
755,151200.0,3.5000000000000004,11.5,10.25
756,151400.0,2.25,10.25,11.5
757,151600.0,2.0,11.75,11.5
758,151800.0,2.0,12.0,10.25
759,152000.0,5.0,11.5,10.25
760,152200.0,2.0,10.0,11.75
761,152400.0,5.0,11.75,10.25
762,152600.0,8.25,12.0,10.25
763,152800.0,3.5000000000000004,13.25,10.25
764,153000.0,3.75,11.5,11.5
765,153200.0,8.25,10.25,10.0
766,153400.0,6.75,13.25,10.0
767,153600.0,0.25,11.5,11.75
768,153800.0,5.25,13.25,8.75
769,154000.0,5.0,12.0,10.25
770,154200.0,2.0,13.25,10.25
771,154400.0,8.75,11.75,10.0
772,154600.0,5.5,10.0,11.5
773,154800.0,2.0,11.5,10.0
774,155000.0,5.25,12.0,10.25
775,155200.0,5.0,13.25,11.5
776,155400.0,2.25,11.75,8.75
777,155600.0,1.7500000000000002,12.0,11.5
778,155800.0,2.0,10.25,11.5
779,156000.0,2.0,11.5,11.75
780,156200.0,5.0,13.25,10.25
781,156400.0,1.7500000000000002,11.75,11.75
782,156600.0,2.0,13.5,11.5
783,156800.0,3.5000000000000004,10.0,11.75
784,157000.0,2.25,11.75,11.75
785,157200.0,5.5,11.5,11.5
786,157400.0,3.5000000000000004,11.75,11.75
787,157600.0,5.25,12.0,10.0
788,157800.0,3.75,11.75,11.5
789,158000.0,8.5,10.0,10.0
790,158200.0,3.5000000000000004,11.75,10.25
791,158400.0,3.5000000000000004,14.75,11.75
792,158600.0,0.5,11.75,10.25
793,158800.0,3.5000000000000004,11.5,10.0
794,159000.0,2.25,12.0,10.25
795,159200.0,2.0,10.0,10.0
796,159400.0,2.25,12.0,10.25
797,159600.0,3.75,10.25,11.5
798,159800.0,3.5000000000000004,11.5,8.75
799,160000.0,3.75,12.0,11.75
800,160200.0,2.0,12.0,11.5
801,160400.0,2.0,11.75,11.5
802,160600.0,8.5,11.5,10.25
803,160800.0,2.0,12.0,10.25
804,161000.0,2.0,11.5,10.25
805,161200.0,3.75,11.5,10.25
806,161400.0,5.0,10.25,10.25
807,161600.0,6.75,11.75,10.25
808,161800.0,5.0,11.75,10.25
809,162000.0,5.25,13.25,11.5
810,162200.0,1.7500000000000002,11.5,8.5
811,162400.0,3.75,13.5,10.0
812,162600.0,0.5,10.0,11.5
813,162800.0,3.5000000000000004,10.25,8.75
814,163000.0,5.0,12.0,11.5
815,163200.0,5.5,11.5,8.75
816,163400.0,7.000000000000001,13.25,11.75
817,163600.0,2.25,11.5,10.25
818,163800.0,5.5,10.25,10.25
819,164000.0,5.25,11.5,11.5
820,164200.0,5.5,10.25,11.5
821,164400.0,5.5,13.25,10.25
822,164600.0,5.25,12.0,10.25
823,164800.0,2.0,11.75,11.75
824,165000.0,5.5,13.25,8.5
825,165200.0,3.5000000000000004,11.5,8.75
826,165400.0,3.5000000000000004,13.25,10.25
827,165600.0,2.25,13.25,8.5
828,165800.0,1.7500000000000002,10.25,10.25
829,166000.0,2.0,10.25,10.25
830,166200.0,5.25,11.5,10.25
831,166400.0,5.25,10.25,11.5
832,166600.0,5.0,13.25,10.0
833,166800.0,2.25,11.75,11.75
834,167000.0,2.0,12.0,11.75
835,167200.0,5.5,12.0,8.75
836,167400.0,5.0,10.25,10.25
837,167600.0,6.75,11.5,10.0
838,167800.0,6.75,13.5,11.75
839,168000.0,3.5000000000000004,12.0,10.0
840,168200.0,8.25,13.5,11.75
841,168400.0,5.0,10.0,10.25
842,168600.0,3.5000000000000004,11.75,8.75
843,168800.0,5.0,13.25,11.75
844,169000.0,3.75,12.0,11.75
845,169200.0,3.75,10.0,11.5
846,169400.0,3.5000000000000004,12.0,10.0
847,169600.0,5.25,13.25,11.5
848,169800.0,3.5000000000000004,11.5,11.5
849,170000.0,2.25,12.0,11.5
850,170200.0,2.25,11.5,10.25
851,170400.0,3.75,11.5,11.75
852,170600.0,5.25,12.0,11.5
853,170800.0,2.25,13.5,11.75
854,171000.0,5.0,11.5,11.5
855,171200.0,6.75,12.0,11.5
856,171400.0,3.75,12.0,8.5
857,171600.0,1.7500000000000002,12.0,11.75
858,171800.0,5.5,11.75,11.5
859,172000.0,3.5000000000000004,12.0,10.0
860,172200.0,8.25,12.0,11.5
861,172400.0,5.0,14.75,8.75
862,172600.0,5.0,11.5,10.25
863,172800.0,3.5000000000000004,11.5,8.75
864,173000.0,5.25,10.25,11.75
865,173200.0,2.25,11.5,11.5
866,173400.0,3.5000000000000004,11.5,8.75
867,173600.0,1.7500000000000002,13.5,10.0
868,173800.0,3.75,10.0,10.25
869,174000.0,3.75,10.25,8.5
870,174200.0,5.5,12.0,10.25
871,174400.0,5.25,11.75,10.0
872,174600.0,2.25,11.75,11.5
873,174800.0,3.5000000000000004,12.0,10.25
874,175000.0,3.75,11.5,10.25
875,175200.0,3.75,13.25,11.5
876,175400.0,7.000000000000001,11.5,10.25
877,175600.0,7.000000000000001,12.0,10.25
878,175800.0,2.0,11.75,11.5
879,176000.0,3.5000000000000004,11.75,11.75
880,176200.0,3.5000000000000004,10.25,10.0
881,176400.0,3.75,10.0,11.5
882,176600.0,2.0,10.25,11.5
883,176800.0,5.0,11.5,10.25
884,177000.0,1.7500000000000002,12.0,11.75
885,177200.0,0.25,13.25,11.5
886,177400.0,2.0,12.0,8.75
887,177600.0,5.25,11.5,11.75
888,177800.0,2.0,11.5,10.0
889,178000.0,7.000000000000001,10.25,11.5
890,178200.0,3.75,11.5,11.5
891,178400.0,3.75,11.5,11.75
892,178600.0,7.000000000000001,11.5,11.5
893,178800.0,2.0,11.75,11.5
894,179000.0,3.75,11.75,11.5
895,179200.0,7.000000000000001,10.25,11.5
896,179400.0,5.0,11.75,8.25
897,179600.0,1.7500000000000002,10.0,11.5
898,179800.0,1.7500000000000002,13.25,10.25
899,180000.0,3.5000000000000004,13.5,10.25
900,180200.0,1.7500000000000002,11.5,10.25
901,180400.0,2.0,13.25,11.75
902,180600.0,5.25,11.75,11.5
903,180800.0,3.75,12.0,11.5
904,181000.0,3.5000000000000004,11.5,11.5
905,181200.0,5.5,10.25,11.75
906,181400.0,2.25,11.5,11.75
907,181600.0,5.5,13.25,10.0
908,181800.0,5.5,10.25,11.5
909,182000.0,3.75,11.5,11.5
910,182200.0,6.75,11.5,10.0
911,182400.0,2.25,11.75,11.5
912,182600.0,3.75,12.0,11.5
913,182800.0,2.25,11.75,11.75
914,183000.0,2.25,11.75,10.25
915,183200.0,1.7500000000000002,11.75,11.5
916,183400.0,5.5,13.5,11.75
917,183600.0,3.5000000000000004,11.5,11.75
918,183800.0,6.75,10.25,11.5
919,184000.0,5.25,11.75,11.5
920,184200.0,2.25,11.75,10.25
921,184400.0,5.0,11.75,11.5
922,184600.0,5.0,12.0,11.5
923,184800.0,2.25,11.75,11.75
924,185000.0,1.7500000000000002,10.25,11.75
925,185200.0,3.75,13.25,11.5
926,185400.0,5.0,12.0,8.75
927,185600.0,3.75,11.75,11.5
928,185800.0,3.75,11.5,10.25
929,186000.0,2.0,13.25,11.5
930,186200.0,2.25,11.5,11.75
931,186400.0,0.25,8.75,10.0
932,186600.0,5.25,11.5,11.5
933,186800.0,5.0,10.25,10.25
934,187000.0,5.5,10.0,11.75
935,187200.0,6.75,11.75,11.5
936,187400.0,5.0,8.75,11.5
937,187600.0,6.75,10.25,11.5
938,187800.0,3.5000000000000004,11.5,8.75
939,188000.0,5.25,11.75,11.5
940,188200.0,2.25,10.0,8.5
941,188400.0,8.25,11.75,10.25
942,188600.0,2.25,13.5,8.75
943,188800.0,5.0,10.25,10.0
944,189000.0,2.0,11.75,11.5
945,189200.0,8.25,12.0,11.5
946,189400.0,5.0,10.0,10.0
947,189600.0,5.0,11.75,10.25
948,189800.0,3.75,10.0,10.25
949,190000.0,10.0,12.0,11.5
950,190200.0,3.5000000000000004,10.25,10.0
951,190400.0,2.0,11.5,8.75
952,190600.0,5.25,11.5,10.25
953,190800.0,3.75,13.5,10.25
954,191000.0,5.0,11.75,11.5
955,191200.0,3.75,11.75,10.25
956,191400.0,2.0,12.0,11.5
957,191600.0,3.5000000000000004,11.5,8.75
958,191800.0,2.25,11.75,8.5
959,192000.0,8.25,11.75,10.25
960,192200.0,6.75,11.75,11.75
961,192400.0,5.5,11.5,10.25
962,192600.0,5.25,13.25,10.25
963,192800.0,5.5,10.25,8.75
964,193000.0,2.0,13.25,11.5
965,193200.0,2.25,11.75,11.5
966,193400.0,3.75,12.0,11.5
967,193600.0,2.25,10.25,11.5
968,193800.0,3.75,8.75,11.5
969,194000.0,5.25,11.75,11.75
970,194200.0,5.5,11.5,10.25
971,194400.0,1.0,12.0,8.75
972,194600.0,2.0,11.75,11.5
973,194800.0,2.25,12.0,11.5
974,195000.0,5.0,11.75,11.75
975,195200.0,8.25,12.0,11.5
976,195400.0,5.0,8.75,11.75
977,195600.0,2.0,8.75,11.75
978,195800.0,5.5,11.75,11.75
979,196000.0,1.7500000000000002,13.25,10.25
980,196200.0,2.25,12.0,10.25
981,196400.0,3.75,12.0,11.5
982,196600.0,2.0,12.0,11.5
983,196800.0,5.0,10.25,11.5
984,197000.0,8.75,11.75,11.5
985,197200.0,2.0,11.5,10.25
986,197400.0,2.0,11.75,10.0
987,197600.0,7.000000000000001,13.25,11.75
988,197800.0,5.25,13.25,10.0
989,198000.0,5.0,12.0,10.25
990,198200.0,6.75,13.25,11.5
991,198400.0,6.75,12.0,11.75
992,198600.0,3.5000000000000004,11.75,11.5
993,198800.0,3.75,11.5,10.0
994,199000.0,1.7500000000000002,12.0,10.25
995,199200.0,5.0,11.75,11.5
996,199400.0,2.25,11.75,11.5
997,199600.0,3.75,11.75,11.75
998,199800.0,5.25,11.75,10.25
999,200000.0,0.75,11.5,11.75
1000,200200.0,6.75,11.5,10.25
1001,200400.0,5.25,10.25,10.25
1002,200600.0,2.25,13.25,11.5
1003,200800.0,2.0,11.75,11.75
1004,201000.0,3.5000000000000004,12.0,10.25
1005,201200.0,5.5,10.25,10.25
1006,201400.0,5.0,11.5,11.5
1007,201600.0,5.25,13.25,11.75
1008,201800.0,0.5,11.5,10.25
1009,202000.0,5.5,12.0,11.75
1010,202200.0,5.25,11.75,11.5
1011,202400.0,3.75,10.25,11.75
1012,202600.0,3.5000000000000004,12.0,8.75
1013,202800.0,5.0,12.0,10.25
1014,203000.0,3.75,12.0,10.25
1015,203200.0,5.0,12.0,10.25
1016,203400.0,3.75,8.75,10.25
1017,203600.0,3.75,12.0,8.75
1018,203800.0,3.5000000000000004,11.75,11.5
1019,204000.0,3.5000000000000004,13.25,11.5
1020,204200.0,5.5,10.0,10.0
1021,204400.0,5.0,12.0,11.5
1022,204600.0,5.0,13.5,8.25
1023,204800.0,5.5,10.25,10.0
1024,205000.0,2.25,13.5,11.75
1025,205200.0,5.0,13.25,10.25
1026,205400.0,3.5000000000000004,11.75,10.0
1027,205600.0,6.75,11.5,11.75
1028,205800.0,5.5,11.5,10.0
1029,206000.0,3.5000000000000004,10.25,11.5
1030,206200.0,5.25,11.75,10.0
1031,206400.0,2.25,12.0,10.25
1032,206600.0,2.25,12.0,11.75
1033,206800.0,5.5,10.25,10.0
1034,207000.0,3.75,11.75,11.5
1035,207200.0,2.25,11.5,10.25
1036,207400.0,2.25,11.5,10.25
1037,207600.0,5.0,11.5,10.0
1038,207800.0,3.5000000000000004,11.5,10.0
1039,208000.0,5.25,13.25,11.5
1040,208200.0,2.25,11.5,10.0
1041,208400.0,3.75,13.5,11.75
1042,208600.0,3.5000000000000004,8.75,11.5
1043,208800.0,5.0,10.25,10.25
1044,209000.0,3.75,11.5,11.5
1045,209200.0,5.25,11.75,11.5
1046,209400.0,5.0,13.25,10.25
1047,209600.0,5.25,12.0,11.75
1048,209800.0,0.5,11.75,11.5
1049,210000.0,7.000000000000001,12.0,10.25
1050,210200.0,3.5000000000000004,11.75,10.25
1051,210400.0,5.5,12.0,10.25
1052,210600.0,2.25,12.0,10.0
1053,210800.0,5.25,12.0,10.25
1054,211000.0,5.5,11.5,11.5
1055,211200.0,6.75,11.75,10.0
1056,211400.0,2.25,13.25,10.25
1057,211600.0,5.25,12.0,10.25
1058,211800.0,6.75,11.5,10.0
1059,212000.0,6.75,11.5,8.75
1060,212200.0,3.5000000000000004,11.5,10.25
1061,212400.0,5.0,11.75,10.25
1062,212600.0,2.0,13.25,8.75
1063,212800.0,3.75,11.75,8.75
1064,213000.0,5.5,13.5,11.75
1065,213200.0,2.0,11.5,8.5
1066,213400.0,2.25,10.0,10.25
1067,213600.0,3.5000000000000004,10.0,10.0
1068,213800.0,5.5,12.0,10.25
1069,214000.0,3.5000000000000004,13.25,10.25
1070,214200.0,3.5000000000000004,12.0,10.0
1071,214400.0,5.0,11.75,10.25
1072,214600.0,5.0,11.5,11.5
1073,214800.0,5.25,14.75,11.75
1074,215000.0,5.0,12.0,11.5
1075,215200.0,1.7500000000000002,11.5,10.25
1076,215400.0,3.75,11.75,10.25
1077,215600.0,5.25,12.0,11.5
1078,215800.0,2.25,12.0,10.25
1079,216000.0,5.0,13.25,11.5
1080,216200.0,6.75,13.25,8.5
1081,216400.0,1.7500000000000002,11.5,10.25
1082,216600.0,2.25,13.25,11.5
1083,216800.0,5.0,13.25,11.75
1084,217000.0,3.5000000000000004,11.5,10.25
1085,217200.0,3.5000000000000004,12.0,10.0
1086,217400.0,3.5000000000000004,11.75,10.25
1087,217600.0,0.0,11.5,11.5
1088,217800.0,7.000000000000001,10.25,11.5
1089,218000.0,5.25,12.0,10.25
1090,218200.0,7.000000000000001,11.5,10.0
1091,218400.0,2.25,11.5,10.0
1092,218600.0,3.75,13.25,8.75
1093,218800.0,5.5,11.75,10.25
1094,219000.0,5.25,11.5,11.5
1095,219200.0,3.75,13.25,10.0
1096,219400.0,5.0,10.0,10.0
1097,219600.0,5.25,11.5,11.5
1098,219800.0,5.25,11.75,10.25
1099,220000.0,5.25,12.0,10.0
1100,220200.0,5.25,11.5,11.75
1101,220400.0,5.5,10.25,11.5
1102,220600.0,3.75,10.25,10.25
1103,220800.0,6.75,11.75,8.75
1104,221000.0,5.0,11.5,11.5
1105,221200.0,3.75,11.75,11.75
1106,221400.0,5.25,8.75,11.75
1107,221600.0,2.0,11.5,11.5
1108,221800.0,3.5000000000000004,11.75,10.0
1109,222000.0,5.25,11.5,11.5
1110,222200.0,5.5,10.25,8.75
1111,222400.0,6.75,11.5,11.75
1112,222600.0,2.0,12.0,11.5
1113,222800.0,7.000000000000001,12.0,11.5
1114,223000.0,3.75,12.0,11.75
1115,223200.0,2.0,12.0,11.75
1116,223400.0,2.25,13.25,10.0
1117,223600.0,5.0,11.5,11.5
1118,223800.0,5.0,11.75,11.5
1119,224000.0,2.0,10.0,10.25
1120,224200.0,5.25,12.0,11.5
1121,224400.0,5.25,11.5,11.5
1122,224600.0,6.75,11.5,11.5
1123,224800.0,2.25,11.75,10.0
1124,225000.0,5.25,11.75,11.5
1125,225200.0,3.75,11.5,10.0
1126,225400.0,5.0,12.0,11.75
1127,225600.0,3.75,11.5,8.25
1128,225800.0,5.0,11.5,11.5
1129,226000.0,3.75,10.25,8.75
1130,226200.0,3.5000000000000004,12.0,11.5
1131,226400.0,5.25,11.75,10.25
1132,226600.0,3.5000000000000004,11.5,8.75
1133,226800.0,0.5,11.5,11.75
1134,227000.0,2.25,11.75,10.0
1135,227200.0,5.0,12.0,11.75
1136,227400.0,3.5000000000000004,13.25,8.5
1137,227600.0,8.25,11.75,11.5
1138,227800.0,5.0,12.0,11.75
1139,228000.0,5.5,11.75,10.25
1140,228200.0,1.7500000000000002,11.75,11.5
1141,228400.0,5.25,12.0,11.5
1142,228600.0,3.5000000000000004,13.25,8.5
1143,228800.0,3.75,11.5,8.75
1144,229000.0,2.0,8.75,10.25
1145,229200.0,3.75,11.5,11.5
1146,229400.0,5.0,13.5,11.5
1147,229600.0,5.25,12.0,11.75
1148,229800.0,3.5000000000000004,11.5,10.25
1149,230000.0,1.7500000000000002,12.0,10.25
1150,230200.0,3.75,12.0,10.25
1151,230400.0,0.75,8.75,10.25
1152,230600.0,2.25,11.5,8.75
1153,230800.0,5.25,12.0,8.75
1154,231000.0,3.5000000000000004,11.75,10.25
1155,231200.0,2.25,11.75,11.75
1156,231400.0,5.5,11.5,8.75
1157,231600.0,7.000000000000001,11.5,10.0
1158,231800.0,5.25,12.0,8.5
1159,232000.0,5.5,11.75,11.75
1160,232200.0,3.5000000000000004,10.0,11.5
1161,232400.0,1.7500000000000002,12.0,11.5
1162,232600.0,7.000000000000001,11.75,10.25
1163,232800.0,2.25,13.25,11.5
1164,233000.0,2.25,12.0,10.0
1165,233200.0,2.25,11.75,10.25
1166,233400.0,2.0,11.5,10.25
1167,233600.0,3.75,10.25,11.5
1168,233800.0,5.25,8.5,8.75
1169,234000.0,3.75,11.5,8.75
1170,234200.0,5.0,12.0,11.75
1171,234400.0,5.5,11.75,10.25
1172,234600.0,5.25,11.5,10.0
1173,234800.0,5.5,11.75,11.5
1174,235000.0,2.25,10.25,10.25
1175,235200.0,3.75,12.0,8.75
1176,235400.0,5.5,11.75,11.75
1177,235600.0,3.5000000000000004,10.0,11.5
1178,235800.0,3.5000000000000004,11.5,8.5
1179,236000.0,5.5,11.5,8.75
1180,236200.0,2.25,11.5,10.0
1181,236400.0,5.5,11.75,11.5
1182,236600.0,5.5,13.25,11.75
1183,236800.0,5.0,11.75,11.5
1184,237000.0,3.5000000000000004,11.75,10.0
1185,237200.0,3.75,11.75,10.0
1186,237400.0,2.0,12.0,10.25
1187,237600.0,6.75,10.0,11.5
1188,237800.0,5.0,12.0,10.0
1189,238000.0,5.5,10.0,8.5
1190,238200.0,1.7500000000000002,10.25,8.75
1191,238400.0,5.0,12.0,11.75
1192,238600.0,3.5000000000000004,12.0,10.25
1193,238800.0,3.75,8.75,10.0
1194,239000.0,3.5000000000000004,11.5,11.5
1195,239200.0,5.25,12.0,7.000000000000001
1196,239400.0,2.25,10.25,11.75
1197,239600.0,5.0,10.25,11.5
1198,239800.0,2.25,10.25,8.5
1199,240000.0,3.75,11.75,11.75
1200,240200.0,5.5,12.0,10.25
1201,240400.0,2.0,10.0,11.5
1202,240600.0,5.25,11.5,10.0
1203,240800.0,5.5,11.75,11.5
1204,241000.0,6.75,12.0,10.0
1205,241200.0,5.25,11.5,11.75
1206,241400.0,5.0,10.0,11.75
1207,241600.0,3.75,12.0,11.75
1208,241800.0,5.5,11.75,11.5
1209,242000.0,5.0,12.0,8.25
1210,242200.0,5.25,11.5,11.5
1211,242400.0,5.0,10.25,10.25
1212,242600.0,6.75,11.75,8.75
1213,242800.0,3.5000000000000004,13.25,10.25
1214,243000.0,2.25,11.75,10.25
1215,243200.0,5.5,13.25,10.0
1216,243400.0,5.25,12.0,11.75
1217,243600.0,8.5,11.75,10.25
1218,243800.0,3.75,13.25,11.75
1219,244000.0,2.0,13.25,10.25
1220,244200.0,3.5000000000000004,12.0,11.75
1221,244400.0,2.25,11.75,10.0
1222,244600.0,3.5000000000000004,11.75,10.0
1223,244800.0,5.25,10.25,10.0
1224,245000.0,1.7500000000000002,11.5,10.0
1225,245200.0,7.000000000000001,11.75,10.0
1226,245400.0,3.75,11.5,10.25
1227,245600.0,2.25,13.25,8.75
1228,245800.0,3.75,11.75,10.0
1229,246000.0,1.7500000000000002,11.5,10.25
1230,246200.0,5.0,11.75,11.5
1231,246400.0,5.25,10.25,10.25
1232,246600.0,5.5,11.75,10.0
1233,246800.0,2.25,11.75,10.0
1234,247000.0,6.75,11.75,10.0
1235,247200.0,5.25,12.0,8.5
1236,247400.0,3.75,10.0,10.25
1237,247600.0,5.0,13.25,11.5
1238,247800.0,5.0,12.0,8.5
1239,248000.0,0.5,11.75,11.5
1240,248200.0,5.25,11.75,11.5
1241,248400.0,5.0,10.25,11.75
1242,248600.0,2.0,11.75,11.5
1243,248800.0,5.0,11.75,8.5
1244,249000.0,3.75,11.5,10.25
1245,249200.0,5.0,11.5,8.75
1246,249400.0,5.0,11.5,11.5
1247,249600.0,2.0,8.75,10.0
1248,249800.0,5.0,13.25,10.25
1249,250000.0,5.25,11.5,10.25
1250,250200.0,5.25,11.75,10.25
1251,250400.0,5.0,11.5,10.25
1252,250600.0,2.25,11.75,11.75
1253,250800.0,2.25,10.25,10.25
1254,251000.0,3.5000000000000004,12.0,11.5
1255,251200.0,6.75,12.0,11.5
1256,251400.0,3.5000000000000004,12.0,10.0
1257,251600.0,2.25,11.5,10.0
1258,251800.0,2.0,13.25,11.75
1259,252000.0,1.7500000000000002,12.0,11.75
1260,252200.0,2.25,13.25,11.5
1261,252400.0,1.7500000000000002,11.5,10.0
1262,252600.0,2.25,11.75,11.5
1263,252800.0,5.25,10.0,11.5
1264,253000.0,5.5,11.5,11.5
1265,253200.0,3.5000000000000004,12.0,11.5
1266,253400.0,3.5000000000000004,11.75,11.5
1267,253600.0,5.0,11.5,10.25
1268,253800.0,1.7500000000000002,12.0,10.0
1269,254000.0,2.0,11.75,10.25
1270,254200.0,0.75,13.5,10.25
1271,254400.0,2.25,12.0,11.5
1272,254600.0,8.25,10.25,10.25
1273,254800.0,3.75,11.75,10.25
1274,255000.0,5.25,10.25,10.25
1275,255200.0,2.0,12.0,10.25
1276,255400.0,8.5,11.5,11.5
